,label,text
1665,1, woi kutti kamini tenu dikhaxexxa 
1667,1, fuck u ur a rite knob
1669,0, today we have promised each other to be bound in love forever. we are truly blessed to share the news with you. this beaxexxa
1671,0, and i ran for the train this morning it felt like some jab we met shit
1673,1, tujhe to kutti bana k chodunga saali randi pakistan ki
1677,0,u can just see the doneness on my face coz kept of taking pics of me 
1679,0,it has been forever since you won my family over. over soover balorclubxm balor 
1681,0, i did xfxfxx she just gave me the mhmmm face soover
1683,0,didnt even notice this why i was watching this. hell yeah the boy made it on the network again.xexxa 
1685,0,umm yea. the days of hiding all that pervy crap is soover 
1687,0, i did xfxfxx she just gave me the mhmmm face soover
1691,0, awwws no argument on the marriage because you have none muellertime is a joke. got nothing on trump rusxexxa 
1693,1, tum log tho soover ke auladh saale saare congress ke pille
1695,1,virushka wedding factsn......nwhen kohli realize that fragrance of tatti is damn too high in indiansonto book axexxa 
1697,0, since we where talking bout vodka the other night this made me think of you 
1699,1, tatti kia kr rha hai tumhre sath
1701,1, aap ne congress ki tatti khayi hai uska swad kaisa tha ???
1703,1, bc tum pakistani suwar ko khana sufficient nhixexxa 
1707,1, chal tu meri tatti khaseedha cm banega..
1709,1,ponderings of mahwish tatti. 
1711,1,maut tatti aur mumbai mein traffic kabhi bhi kahin bhi kisi ko bhi aa sakti hai.
1713,0,although youxexxre intent on making sense of a lingering mystery... more for taurus 
1715,1, tatti krke barabr dho bhi lenaxfxfxxxfxfxxxfxfxx
1717,1,crore ka suit hawa m ghoomne walanjhooth ka samundernnawaz ki tatti chatne walanhijra haramkhorndesh drohinlull baxexxa 
1719,1, chutiya tu ......sake toilet banwa le ghar main twitter pe tatti mat kar
1723,1, fuck tweet nikalte hi isxexxa 
1725,1, yeah right. anything against this tatti government becomes propaganda. how low can you get?
1727,0, you arent confused.. you know that zairawasim is at fault. but our society can never accept thaxexxa 
1729,1, tu tatti kha congress or rahul baba ki
1731,1, bhai tu tatti jaisa lagta hxfxfxxxfxfxxxfxfxxxfxfxx
1733,1, when you see a tatti tweet posted on various pages with millions of followers just because the admin is that personxexxs fxexxa
1735,1,ye bhi bata do raga konsi color ki tatti karte hain you stupid woman. 
1737,1, me in this world india is greatxexxaxefxbxf pakistan tatti ka lodannme in mars incredible india xexxaxefxbxf pakistan hai hee jhaat ka pxexxa
1739,1, aagya tatti ka bhai...teri shakal usey bhi gandi hxfxfxxxfxfxxxfxfxaxaexfxfxaxaexfxfxaxae
1741,1,bombay se ayi mujhe tatti
1743,1, sale tu mogu ki tatti khata hai.. swad kaisa hai uska?
1745,1, chutiye million porkis open mein tatti karte haixexxa 
1747,1, tatti movie fukrey returns xfxfxx
1749,0,firing up my engine for the first time after an oil change always scares the living hell out of me xfxfxxac
1751,1, chal is baat me tu zaira waseem ki tatti kha le hutiye...warna ek baaxexxa 
1753,1, abe chupp lode jyada tatti na faila twitter pe
1755,1, maut tatti aur mumbai mein traffic kabhi bhi kahin bhi kisi ko bhi aa sakti hai.
1757,1, shukar hai aapne poora naam liya aur virushka nahi kaha... virushka tatti sa lagta hai.
1759,1, tu kha le tatti xfxfxxd tum bhukhi hogi baby xfxfxxandekh mai tera kitna khayal rakhta hun
1763,1, bhajpa walo ko condom gin naor tatti uthana kaam rah gya h
1765,1, sala itna tatti tweet kar ke bhi likes aur rts mil rahe hai.
1767,1, potty mouth is a good thing. its said only the most intelligent of people swear.
1769,1, when the other party continues the tirade a lady will turn away. i take my leave of the pottymouthed woman.
1773,1, years old... almost potty trained... time to discuss career options 
1775,1, you know xfxfxxcixcxbve got a potty mouth and i can tell you more synonims to that stuff such as posterixexxa 
1777,0,galerenday potty tell phone their cloudnative continuous integration/delivery/deploymenxexxa 
1779,0,kids potty training the things you should not do 
1781,0, how is outsourcing potty training any different from sending our children to school to read and write etc. hmmm
1783,0, guys therexexxre two shih tzu puppies for sale. nnot vaccinated.npocket size. npotty trained n days old. nprice negotxexxa
1785,1,happy birthday potty xfxfxxxfxfxx 
1787,0,two things that need to be free world widensanitary towelsnnappiesni cant help for the natural course my body goexexxa 
1789,0,klean paws indoor dog potty no torn potty pads keep paws dry protect floors easyxexxa 
1793,0,thank goodness i planned on being awake in an hour but murphy has decided to wake me up every hour on the hour to go potty
1795,0, why do british people love to overshare just had a woman tell me about her struggle with potty training her year oldxexxa
1797,0, i cant wait for levis potty training and his morning routine im so excited yass do this mama xfxfxxxfxfxxd levi is very very smaxfxfxx
1799,1, if ur checking twitter while ur on the potty
1801,1, . parents.. excuse my potty mouth n
1803,1,you bitches is my sons go sit on the potty
1805,1, excuse my potty mouth 
1807,0,potty trained my kittens last night and one of themskitty got tired of being a cat. xfxfxxxfxfxaxbdxfxfxx 
1809,1,pardon my potty mouth palutena but what in the fuck
1811,1, happy birthday pottyxfxfxex continue to share your talent and inspire everyone just keep on rocking potxexxa 
1813,1, the rest are potty lol
1815,1,excuse my potty mouth shut the fuck up
1817,1,working on my potty mouth next year promise xfxfxaxadxfxfxaxexfxfxfxbe
1819,1, excuse my potty mouth.. shut the fuck up
1821,1, bahenchod saal tk apni maa chudwa rahe the tum log
1823,1, bahenchod laal chaddi goons
1825,1,madarchod log nnbahenchod lognnrat ko motorbike me se petrol nchurane wale log
1827,1, xfxfxxcxfxfxxcxfxfxxcxfxfxxcxfxfxxc acha reply diya ladkiya khe rahi bahenchod jab itna normal hai to maal khe diya to kya galat maal hxexxa 
1829,1, pata nahi aise sanghi kutte ko bhaxexxa 
1831,1, are bhai apne bahen ka nhi banaya kya uska bhi bana ke dalna tha na bahenchod naale me paida hua kya
1833,1, friend bhai me apne bete ka kya naam rakhu jo sabki zubaan pe rahe nnme bahenchod rakh de
1835,1, they dont know there is a word called bahenchod
1837,0, hny k time pe kamaya tha maine..is baar payment nahi de rahe haixexxa
1839,1,kya zindagi h yaar bahenchod. ndimag khrb. ng m sb k sb. ngood night.
1841,0, chalo acha h tumhare dost tumhare birthday ka countdown kar rahe h.nbut iska mtlb yeh thodi h ki uska ss le k tum story daxexxa
1843,1, ache se dekh le bahenchod 
1845,1, anushka baby tum mujhe shadi bad kis nam se bulao gey?nnvirat bahenchodnnvirushkawedding
1847,1, yeh dekho bahenchod ko fake id chala raha hai
1849,1,bahenchod this is the saddest thing girl ready to do anything to help a guy sleep xfxfxxaxfxfxxa 
1851,1, kya zindagi h yaar bahenchod. ndimag khrb. ng m sb k sb. ngood night.
1853,1, ye bahenchod achhe khase lund ko bekar karenge... itna bada risk le rahe hain...
1855,1, maadarchod tu dusaro ko chhod tujhe gandhi family ka aishoaaram mil raha hai. bahenchod dusaro ki fikxexxa 
1857,1, friend bhai me apne bete ka kya naam rakhu jo sabki zubaan pe rahe nnme bahenchod rakh de
1859,1, bahenchod..n why getting lots of ad in your wynk music app. pure mood ki maa behen kr dete h ...
1861,1, u idiot what d fuck ur fucking human rights watch z watching in baluchistan? u motherfuckers shd close urxexxa 
1863,1, bahenchod sale bra nahi mangege tere bahen ki chuchi masal kxexxa 
1865,1, abe bahenchod kuch to sharam kar san be dekha hai nnfixedwinnershilpa
1867,1,friend bhai me apne bete ka kya naam rakhu jo sabki zubaan pe rahe nnme bahenchod rakh de
1869,1, ladke wale kya karti hai aapki beti?nladki k papa twitter par logo ko bahenchod bolkar gender equality me apna yogdan dxexxa
1871,1,or koi gaali bhi nahi dega bahenchodxfxfxx 
1873,1,anushka baby tum mujhe shadi bad kis nam se bulao gey?nnvirat bahenchodnnvirushkawedding
1875,1, bahenchod. aaukad mein rah.
1877,1, bahenchod .... experienced lagte ho bhai bhotxfxfxxxfxfxxxfxfxxxfxfxxxfxfxx
1879,1, bahenchod sale bra nahi mangege tere bahen ki chuchi masal kar sali ko ghutno par bithuga n kutiya baxexxa 
1881,1, madarchod sali teri chut par lund ragadhkar garam karke kutte se chodwaunga sali bahanchod
1883,1, nhi dikh raha ab mandir kon banvayega bahanchod.. im angry
1885,1, tera bap ni h kya bahanchod
1887,1, bjp ne kon sa pm bana rakha hai bahanchod unhe
1889,1, bhosadi teri chut ko apni lund se marun bahanchod sali
1891,1, batao bahanchod kya gaand phaad logic hai 
1893,1, are madharchod tera baap delhi me jiska naam kejriwal hai usase baat kar bahanchod
1895,1, bahanchod ye phati choot kon hai
1897,1, vo bahanchod diggi ka sala lagta hai
1899,1, ye janmotsav kitne mahine chalega behanchod.. xfxfxxaxfxfxxaxfxfxxa
1901,1, remember what u said in ..log mandiro me ladkiya chhedne jaate hai sharm kar be pappu bahanchoxexxa 
1903,1, oh or pasindu for india and for madharchod bahanchod srilanka.
1905,1, bahanchod bol bhi kon raha haixfxfxxxfxfxx
1907,1, bahanchod ye bakri kaha see aaye
1909,1,ye sab to tum log hote ho be xfxfxx bahanchod ka to confirm hai 
1911,1, hattttttttttttttttttt har berozgaar ehi kehta hai bahanchod..
1913,1, bahanchod dhoke se war karne wale ko bada bahadur kahta hai sale bhadwe
1917,1, is bahanchod kutte ko aur kuch kaam hi nahi .
1919,1,biggboss ki lugai utta lo bahanchod chutiya
1923,1, followers nahi ab toh following kam hone lag gayi hai bahanchod mujh gareeb ko block pel de rahe hai
1925,1, account hai bahanchod ya amit shah ki gaand ka tedha bal roz hi suspend rehta hai
1927,1,bahanchod no ibra xfxfxxadxfxfxxadxfxfxxadxfxfxxadxfxfxxad
1929,1, pidi tu bata bahanchod year tu kay keyaxfxfxxxfxfxxxfxfxx
1931,1,kya ghatiya mausam hai bahanchod.
1933,1,upar se aur ghatiya office wale log. bahanchod.
1935,1,batao bahanchod kya gaand phaad logic hai 
1937,1, bahanchod tu ja ke dekhna teri ammi ka halala ho rha h or wo tere abbu mujse krwa rhe h
1939,1, biggboss ki lugai utta lo bahanchod chutiya
1943,1, abe bahanchod chutiya hi kya tu... bjp tera baap hi... baap se.. panga mt le... chutiya
1947,1, tu bahanchod sudhrega ni wo coume aapni job kr rha h n ki congrss ka
1949,1, nhi dikh raha ab mandir kon banvayega bahanchod.. im angry
1951,1, betichod pahle wo chale to xfxfxxxfxfxxxfxfxx
1953,1, toh aisa kar ka choos ke so ja betichod.. tu kisi cheez ke layak nhi
1957,1, betichod her last name is mukherjee or whatever.
1959,1, arre betichod kya chahiye
1961,1, dek le betichod .. abhi kya phna hu...xfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxx 
1967,1, tu chup betichodxfxfxx
1969,1, ye le betichod ye tha 
1973,1, tu chup betichodxfxfxx
1975,1, chu maang raha hai ye naqli betichod.. bhai hoon tera is liye bata raha hoon 
1977,0, i hate all equally bcz their god better at licking manuvaadi racist bootsmean these invincible dixexxa 
1979,1, betichod ki aulaad saalinsasti raand meri bas lund pr uchalti h tu mere nor tatte chaatne ke liye paidaxexxa 
1981,1, tezab se naha ke betichod
1983,1, rey betichod behen ke laure teri maa ke chut mein soo rha hun
1985,1,ek toh betichod inke adhmare sae status pae rply krke apna conern dikhao upar se chutye its a dare upload thisxexxa 
1987,1, fuck off betichod xfxfxx
1989,1, kam se kam aap logo ki taraha betichod ya mausi chod to nahi he
1991,1, chal be betichod. ill come.
1993,1, tabiyat theek hai teri betichod?
1997,1,betichod filmstar k collection hi matter krte h.. srk aaj down kyu h..kyunki collections nhi aa rhe.. 
1999,1, ruko betichod abhi nhi fazool mai nahana parjaega
2001,1, kyu be kahne lage kyy sale betichod
2003,1, betichod kejri ne kab loota?
2005,1, nahi dikh raha hai lund toh nhi kaat diya betichod ka karni sena waalo ne..
2007,1, tamiz tumare maa ke bhosde men rakh aye haixexxa 
2011,1, jo offend hote hain woh saab betichod xfxfxaxa
2013,1, kaun madarchod ki nagi rand ki aulaad ke jhaat ka pissu ka bhenchod ka loda hai bxexxa
2015,1, thanks betichod ki jhaat ke pissu ke lode
2017,1,nothing happening ni just answered the question of the twitternits asking whats happening ?nso funny betichod
2019,1, haan betichod tu hi baith jaana meri shaddi me dulhe ki jagha xfxfxx hazam nahi hogi bhai ki khushi
2021,0, and while i was busy taking care of one holding him by his shorts so he shouldnt fall from gallery. thexexxa 
2023,1, ye saare congressi raand ki aaulade h betichod. yahi log apni maa behen ka rape krte h
2025,1, betichod bhai bhai mein daraar dalne ki koshish karta hai naxali
2027,1,sab ke sab betichod katai civil engineer hore hamaari jaan ku.
2029,1, to konsa tere ghar ka khaa raha betichodnja gand mara
2031,1, aahhhh chuss le ise meri ghasti betichod ki aulaad 
2033,1, im not a modi bhakt. your response marks you as one.nand the chod you can stick where you enjoy it the least betichod.
2035,1, bahanchod kon sa duniya ka naala km ka hi re...nntum gutter k layak ho betichod.
2037,1, sahi kaha betichod
2039,1, betichod wa me when you are free
2041,1,aur bana li toh ye betichod gujarat it cell chief.. 
2043,1,kotla chalo behenchodddd. aag lagaaenge in lanka waalo me. jhoothe betichod. akhbaar me padhe honge pollution ka abxexxa 
2045,1, acha... congrats raunak. nninsidenbetichod raunak kya kar raha hai be.... danda sambhal apna chutiya
2047,1, betichod teri to fav h shilpa..fir kyu jal rhi h teri
2051,1, kaun madarchod ki nagi rand ki aulaad ke jhaat ka pissu ka bhenchod ka loda hai betichod
2053,1, haan toh betichod aisai zinda hoon kya
2055,1, betichod. xfxfxxb
2057,1, kahan tha re mazdur itne dino se betichod
2059,1, hahhaa ka toh rescheduled roz ka ho gaya hai. train chalane ka akal toh lavdoxexxa 
2063,1, dek le betichod .. abhi kya phna hu...xfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxx 
2065,0,manohar parrikar justifies rafale costs xexxaircraft smaller part real cost in equipmentxexx xexx the indian expressxexxa 
2067,1, mubarak ho betichod ek mahina hogya baqi hai xfxfxxxfxfxx 
2069,1, uchaiyya chhute hue miyabhai betichod retweetxfxfxxxfxfxxwaah
2071,1, frnd bhai paise dena me baad me deta hu tekonnme chup betichod har baar yahi bol ke pacha leta he paisa
2073,1, chadhugaa hi raand meri betichod ki aulaad saali aahhhnmast chut h chinaal teri 
2075,1, tere chuche bahut kadak h meri ghastii betichod ki aulaad 
2077,1, tu jaake khel le fir betichod ..ghar bethe bethe gyaan baat rha hai
2079,1,lukaku betichod needs to do something fruitful next week.
2081,1, thanks betichod ki jhaat ke pissu ke lode
2083,1, betichod.. paper kharab gya to padhai kar.. ye kya engg. hi chhor dega.. ka bhi to movie floxexxa 
2085,1, toh aisa kar ka choos ke so ja betichod.. tu kisi cheez ke laxexxa
2087,1,if someone slaps you on your right cheek hand him your left... lekin agar dobara maare to pel daalo betichod ko mahatma gandhi xfxfxxaa
2089,1, happy birthday betichod xfxfxxxfxfxxxfxfxxxfxfxx 
2091,1, madarchod canadian ke lawde fan highcouhas acquitted salman khan. jaakexexxa 
2093,1,xfxfxxxfxfxxxfxfxxxfxfxx betichod xfxfxxxfxfxxxfxfxx 
2095,1, aur bana li toh ye betichod gujarat it cell chief.. 
2097,1, wo betichod bhi underground ho gayan ye yaad kar raha tha tujhenmeeta de iski tharak
2099,1, aur thori si english padhni aati ho na bhosdike....to pic ka uxexxa 
2101,1, happy birthday betichod xfxfxxxfxfxxxfxfxxxfxfxx 
2103,1, chutye chaiwala neech aadmi betichod
2105,0,they are not in love ......nbut after . at night they dont let anyone disturb them ................nwhy ....xexxa 
2107,1, g mara betichod
2109,1, naam change karke rakhkr all liberal betichod
2111,1, betichod tere jaise logon ki patak patak ke gaand li hai maine wahan.. tu baccha hai abhi..
2113,1,wah betichod kya kanni kaata hai 
2115,1, nahi dikh raha hai lund toh nhi kaat diya betichod ka karni sena waalo ne..
2117,0,reposting nbackchod bakk backchodi memelife memes lollil lel simpsonsxexxa 
2119,1, lund hila ke good morning betichod
2123,0,dc fans after watching the trailer of marvels infinity war xfxfxx dc marvel dcvsmarvel betichod 
2125,1, bhaag saale candian hamara pm usspe pehla haq hamara hai..tum sala betichod canadian kuttexexxa 
2127,1, tu h hi meri asli rakhailnbetichod ki aulaad h tuu saalinbaap ka lund leti h abh meri raand
2129,1, ara o bundi ru aale chutiye tu tne mere saale issa pitunga ghr k ne b pehchaan main naavexexxa 
2131,1, betichod thats a first xfxfxx
2133,1, mubarak ho betichod ek mahina hogya baqi hai xfxfxxxfxfxx 
2135,1, ye le betichod ye tha 
2137,1, kauwe mera ek follower kam kara diya betichod tune kisssssssssyyyy
2141,1, bolenge bhaichod kyu nai likha xfxfxx
2145,0, its been fixed with a patch. everyone should update.
2147,0, this tweet made my night. ecstatic to read about your euphoria. xfxfxx
2151,1, ni ni phr maza kesay ayega yeah kia bhenchod bhaichod chutiapa ha xfxfxxfxfxfxxb
2157,0, new la track 
2159,0, my apologies. did not get the msg correctly. 
2161,1,motherfuckers fatherfuckersnbhainchod bhaichod 
2163,0, lol aww theyre truly blessings
2167,0,new la track 
2169,1, inki maa ke choot maadherchod haramzaadio iss desh ke khaati is desh ko he gaali deti hai
2171,1, sejal tu raand h ya rakhail sali ye bta pehle
2173,0, xdxaxdxxdxa xdxbxdxbxdxaxdxxdx xdxaxdxb
2175,0, this yearxexxs goldenglobes best tv actor nominees xexxa
2179,1, aaja mere lund me unchalna k liya xfxfxxxfxfxx aag bhasam ho jayegi xfxfxxa
2181,1,i will fuck you like this. bouncy bouncy 
2183,1, attention ki hawas hi hai yan lun ki bhi itni hi hawas hai? tere jaisi raand apne sakhe bhai say bhi sex kar lei.
2185,1, han..sabse purani raand he madhu twitter ki
2187,0, xdxaxdxxdxxdxxdxxdxb xdxxdxaxdxxdxxdx xfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxx
2189,1, kutiya gashti raand teri chuchian masal masal kr tera jism baychain kr dun ga or teri chuchian rubbery ki tarxexxa
2191,1, aaja mere lund me unchalna k liya xfxfxxxfxfxx aag bhasam ho jayegi xfxfxxa
2193,0, xdxxdxaxdxxdxxdx xdxbxdxxdx xdxaxdxaxdxxdxa xdxaxdxbxdxxdxb xdxaxdxxdxbxdxaxdxad
2195,1, sun aye raand ki aulaad...nram rahim aur asaram ka lund.. kam pade to..teri maa axexxa 
2197,1, his ass was so tasty
2199,1, tu kaun si raand se kam hai ravina
2201,0,hat sab idiot nahin hain people know sab kuch 
2203,1, tum raand ho
2205,1,aise koi to chode meri ko 
2207,1, raand ko bc bs lund chshiye...tujhe ni chahiye...raasnd ku aulad..
2209,1, saali raand chus ye garam land 
2211,1, asli raand hai mere office table pe aise aa ke baithi thi 
2213,1, mere pass aa randi teri janmo janmo ki pyas bhujha dunga 
2215,1, meri djannoo saath 
2217,1, aa ja meri raand lund per seedha
2219,0, xdxxdxaaxdxadxdxxdxb xdxxdxbxdx xdxafxdxxdxaaxdxxdxbxdxxdx xfxfxx
2221,1, jaa na unpadh raand ki chaati aulaad. tere baap ko sikhaya hota sex to tere jaisa chodu paida na karta.
2223,0, donxexxt worry baby......youxexxre going to love me even more for this....nnyourdeviantsin 
2225,1, ye le raand..dal muh me 
2227,1, no ki raand hai wo
2229,0, youxexxve been a naughty girlyou know how to make it up to me...nnyourdeviantsin 
2231,1, aise rape hoga tera. but fir ek baar andar ghus jayega na tere tu khud nahi rok payegi apne apko.xexxa 
2233,0, xdxxdxb xdxaxdxxdxbxdxbxdxbxdxbxdxaxdxa xdxxdxbxdxa
2239,1, mumtazbano sonagachi ki raand
2241,1, fuck off bhadwe kejri ki raand.
2243,1, aise koi to chode meri ko 
2251,1, uffff zeba raand teri bur ko jhamke chodoonga 
2253,0, i had to go even longer than . if you donxexxt like reading the gist is thanks a bunch for the nom.xfxfxxaxfxfxax hxexxa
2255,1, ye saare congressi raand ki aaulade h betichod. yahi log apni maa behen ka rape krte h
2257,0,is that true 
2259,0,ek din karna hai aisa 
2261,1, my slutty slave 
2263,1, unique phenomenon as far as longevity in porn.n years in the first line of adult entertainment.nking of ir fm rimmingxexxa
2265,0, jo b karna ha dm me aaja sab kar denga xfxfxx
2269,0, aag bhasam hi to nhi karni balki badhani hai
2271,1, me hoon naa raand tere liye
2275,1, oohh wow kiya snskaar dikhaa rhi ha ye raand uuffffff 
2277,0, when my secretary does something wrongshe knows the drillnnyourdeviantsin 
2279,1,mera randwa to available hi nhi hota jab bh aag lagi hui hoti badan mai.
2283,1, han..sabse purani raand he madhu twitter ki
2285,1, mera lund mu me kab legi tu 
2287,1, teri breakfast ready hi lelo mulli raand 
2291,0, goldenglobes nominees best supporting actor tvnndavid harbournalfred molinanchristian slaternalexander skarsgardndavid thewlisnnsexexxa
2293,1,zairawasimmolestation galti ho gayi teri movie secretsuperstar jaake dekhi...ntum saali randi tumko kothe pe nachxexxa 
2295,1, teri gaand me lauda fasa kr peluga tujhe meri chinnal
2297,1, raand aaja kha ja mera land 
2299,1, ohho..bade bade chudakad raand aa rahi he aaj
2301,1, ufffff raand chus mera uncut lauda zeba 
2303,1,kon is slutty raand ko kuttiya banakar chaddega nsherlynrandchopraxfxfxxdxfxfxxdxfxfxxd 
2305,1, hame sirf chodna aata hai
2307,1, toh phir aajao maidaan mein...dekhe kon pahle girta hein....nchut ya lundxfxfxxxfxfxxxfxfxxxfxfxxxfxfxx 
2309,1, reply me once raand
2311,1, laal salam kaalo raand ko jaa pakistan jaa or dhanda vahi kar apna jaa k yaha tera rate kam hai dubaixexxa 
2315,1,apki randi app sab ki wait kar rahi hai. ab aa bhi jao uffffff 
2317,1,so this girl abusing me telling me to commit suicide calling me randi and saying that its written in quran for hxexxa 
2319,0, and if i ever cross ur mind make sure u write down the times so i will know the moments i was eating you alive 
2321,1,apki randi app sab ki wait kar rahi hai. ab aa bhi jao uffffff 
2323,0, stopnnlaw ndont sign that ticketnand as a represenative of the person in your birth certificate who dont exist...anxexxa
2325,1, randi ka baccha saala
2327,1, apki randi app sab ki wait kar rahi hai. ab aa bhi jao uffffff 
2329,1, isko zyada lun pr uchalne ka shook ha kisi rasti randi ka bacha ha
2331,1,randi ke janme maderchod kutte jhoot bhok rahe hae..symbiosis sims ki kissi bhi chokri ne chokre ko propose nahi kixexxa 
2333,1, randi ko to bas ek hi kaam ata hai hehehe bas apse new new style se chud sakti hai yeh randi mmm kutiya ban kar chodogi apse
2335,1, ye randi burchodi chinal dost ki sanskari biwi mal hi sali kya lund chusti hi rand jaise hamre lund ki bhukhixexxa
2337,0, if youre interested we would love for you to try life time heres a free pass ^ve
2339,1,meri randi bahan ko zalil kro mere samne mere sath 
2341,1, is bar congresiyo ka evm ka randi rona pahle se hi stahai
2343,1, where are you randi? we miss you this week?
2345,0, boiling oil poured on his face.ncastrated.nhead cut open.nflung into a lake.nwill yearold paresh mestas murder shake ixexxa
2347,1, nteri maa ki choot.nmodi aa k teri maa ko chodega ram rahum aasaaam ban k aur tu randi ki tarah maxexxa 
2349,1, wow koi randi mere sath real sex karegi kya
2351,1, rite .ya mulla party isaia ha .randi ka bacha kabi na sacha
2353,1, gd morning mare randi
2355,1, not here to break your heabut ill break your pussy... chut faadkr h rhunga randi.. faaccchxexxa 
2357,1, hy randi mera loda legi
2359,1,aazo baazo se badhwe bhonk rahe haitere nam pe khel kar ke duniya ko thage thentaake hum badhwe kixexxa 
2361,1, abe randi ki aulad tujh jaise kutte ko bura nahi mante seedha gand pe laath martee hain
2363,1, chup randi chod
2365,1, brother called ik an asshole. she is just an attention seeking randi. her and hxexxa 
2367,1, attention k lye allah k bnay huyy insano pahly bandar kutta bolty ho or jab attention mil jatii tw public mai randi roxexxa
2369,1, mere is sexy hot randi jism par apke lund ka haq hai ufffff apke mast lund ne hi mujhe yeh jism diya haixexxa 
2371,1, bhairava ho tum.... dadal.... randi ka dadali kro jaygda kamayo ge...
2373,1, tou dfa match hua hai tou utni dfa hi khelega na randi ke bache
2375,0,if you are constantly dating people who are not relationship oriented then its time you reevaluate the people you choose to date.
2377,1, tu tnsn mt le teri shaadi k baad bhi tere pati k saamne randi banunga tujhe 
2379,1,apki randi app sab ki wait kar rahi hai. ab aa bhi jao uffffff 
2381,0,once upon a time nora the insane drug addict set sail for adventure. an old drugged out drug addict told nora a stxexxa 
2383,1, sahin kaha tune randi sale khud hame invite karte hi tum randiyo ki jawanxexxa 
2385,1,%kafir ho k gire miya bhai dukkaro ki halat ab bhonkye kutto jaisi hogyi hainek ladki ka chori kar kar ke miya bxexxa 
2387,1,thoko manojit randizade pe...n se mera goo khay...ndukkar ki mere pe nazr kharab thinhindu dukkar mere se jaltaxexxa 
2389,1,beeemar kausar randinsar se pair tak hazaar beemariya...nkeede padeli randinphoteli handinpublic toiletnhazar ke bixexxa 
2393,1, apni maa ko bhi randi bolta he kya bhadwe sale
2395,0, our favourite australian novels of this year xexdxaxefxbxf xexxa
2397,1,zeeshan pig randi moonh kala karte pakde gay to uski gang bolebehan moonh kala karte pakde gaynareapxexxa 
2399,0, another false story this time in the failing that i watch hours of television a day wrong also i sxexxa
2401,0, walter b. gibson was a skeptic. njames randi is a skeptic. nthe skepticxcxae communityxexxaxcxaxcfx% is a selfobsessed coven of cameraxexxa
2405,0, hahah..bro .u call ur channel a news channel..its just a propaganda channel..kal aise hourxexxa 
2407,0, aage aur kya hoga? ncongress jeeti to democracy ki jeetnbjp jeeti to evms were hacked...
2411,1, haaaaa... meri randi kuttiya... baat toh hai tere chusne mai 
2413,1, m gonna stuck my dick deep in ja fucking pussy slut... teri cbutado ka haal behal krdiya hai..xexxa 
2415,1, chodu bol meri randi
2417,0,i liked a video james randis fiery takedown of psychic fraud
2419,0,d printed pancakes what a way to staa morning smarttech dprinting foodtech stemed 
2421,1, tere muh me daal du loda baal pakad kar...randi ki tarah chulodunga kutiya ko
2425,1, abe yaar aa gaya randi rona karega ab ye bc
2427,1,apki randi app sab ki wait kar rahi hai. ab aa bhi jao uffffff 
2429,1, muslim free ki randi hoti h uncut ki
2431,1, inch ka b ni ha tere pass randi aurat xfxfxx
2433,1, apki randi app sab ki wait kar rahi hai. ab aa bhi jao uffffff 
2435,1, move on my cock xexxa
2437,0, pic what should have been congress narrative development development development gst etc pic advisors of xexxa
2439,1,kausar beemari randi
2441,0, newprofilepic chay ki ketli ahmedabad 
2443,1, mere is sexy hot randi jism par apke lund ka haq hai ufffff apke mast lund ne hi mujhe yeh jism diya hai muaaaahxexxa
2445,0, hahah..bro .u call ur channel a news channel..its just a propaganda channel..kaxexxa 
2447,0, a whatsapp msg that needs to be circulated. modis biggest achievementsn kejriwal stopped talking.n manmohan startxexxa
2449,1, puri gaand fatnetk chod rha hu tujhe randi... faaaccchhh fffaaaccchhhh 
2451,1, randi noble prize hai..... avn awards nahi jo tera i haq hoga 
2453,1, randi of jehadis prashant bhushan
2455,0,walter b. gibson was a skeptic. njames randi is a skeptic. nthe skepticxcxae communityxexxaxcxaxcfx% is a selfobsessed covenxexxa 
2457,0, hyderabad.. door to door evangelists encounter angry hindus.. no more free run for conversions hxexxa
2459,1, mere pass aa randi teri janmo janmo ki pyas bhujha dunga 
2461,1, and you? khudki toh kuch pehchaan nahi? lagta hai randi ki aulad hai isiliye muh chupake fakxexxa 
2463,0,once upon a time nora the creep lunatic left her home. an old insane lunatic told nora a story. listen well shexexxa 
2465,1,yhi teri aukat hai randi 
2467,1, desi randi with group of guys 
2469,1, the islamisation of europe takes place everywhere. we received this from bologna italy... 
2471,0, to everyone who gave keaton a voice. give ashawntydavis rosalieavila a voice. minorityxexxs get bullied 
2473,1, why did muslims killed pandits in kashmir idiots?
2475,1, teri maa ki choot faad ke kutto ko khila dege or land kaat ke hot dog bana dege or bech degexexxa
2477,1,apki randi app sab ki wait kar rahi hai. ab aa bhi jao uffffff 
2479,1, gift lelo fir nobke prize ke saath randi jaan xfxfxxxfxfxx 
2481,1, kasi lag rahi hai apki randi? 
2483,1, shameless teri maa sale kinnar patel harami randi ki aulad
2487,0, iam top boy
2491,1, pata nahi aise sanghi kutte ko bhaxexxa 
2493,1, modi ka randi rona
2495,1,apki randi app sab ki wait kar rahi hai. ab aa bhi jao uffffff 
